Post ID,Customer ID,Content,Intent,Sentiment Score,Platform,Sentiment
POST03796,CUST0681,Can’t decide between a high-interest savings account or stocks. Help?,Digital Banking Experience,-0.9192914047,Instagram,neutral
POST03797,CUST0295,Thinking of getting a personal loan to start a small business. Need advice!,Wealth Management,0.8248472294,LinkedIn,negative
POST03798,CUST0214,Excited about the latest AI-powered budgeting app. Looks promising!,Investment Interest,0.4361108153,Twitter,negative
POST03799,CUST0810,Saving up for my dream vacation. Any good tips to stay on track?,Savings Planning,0.7274275333,Facebook,negative
POST03800,CUST0834,Excited about the latest AI-powered budgeting app. Looks promising!,Loan Interest,-0.966135104,Facebook,positive
POST03801,CUST0510,Eager to learn more about sustainable investing. Suggestions?,Financial Planning,-0.8304108135,LinkedIn,negative
POST03802,CUST0660,I need a budget-friendly laptop for work. Any solid choices under $1000?,Product Discovery,-0.5882423231,Twitter,neutral
POST03803,CUST0270,Switched to a digital-only bank. Loving the seamless experience!,Crypto Curiosity,0.1871215957,Instagram,negative
POST03804,CUST0166,Can’t decide between a high-interest savings account or stocks. Help?,Audience Engagement,-0.8151582091,Twitter,positive
POST03805,CUST0805,Looking for the best credit card with travel rewards. Any recommendations?,Budget Concerns,0.8630940046,LinkedIn,positive
POST03806,CUST0805,Tried an AI financial planner. Super interesting insights on my spending!,Financial Planning,0.4971882027,LinkedIn,neutral
POST03807,CUST0372,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Financial Planning,0.6151924952,Facebook,negative
POST03808,CUST0012,Just got my first salary! Thinking of the best way to save and invest.,Crypto Curiosity,0.1677000171,Facebook,neutral
POST03809,CUST0988,Just got my first salary! Thinking of the best way to save and invest.,Tech Enthusiasm,0.2618961389,Instagram,negative
POST03810,CUST0440,I need a budget-friendly laptop for work. Any solid choices under $1000?,Cashback Rewards,-0.5578843185,Instagram,neutral
POST03811,CUST0392,Just got my first salary! Thinking of the best way to save and invest.,Tech Enthusiasm,0.8200826031,LinkedIn,neutral
POST03812,CUST0477,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Wealth Management,0.2978356336,Instagram,neutral
POST03813,CUST0917,Struggling with credit card debt. Need a solid repayment strategy!,Loan Interest,-0.1645196358,Instagram,positive
POST03814,CUST0423,"Just finished a 5k run, need new running shoes, any suggestions?",Savings Planning,0.7633439519,Instagram,positive
POST03815,CUST0944,I need a budget-friendly laptop for work. Any solid choices under $1000?,Shopping Recommendation,0.7276437564,Facebook,negative
POST03816,CUST0658,Can’t decide between a high-interest savings account or stocks. Help?,Tech Innovation,-0.9989215716,LinkedIn,positive
POST03817,CUST0624,Can’t decide between a high-interest savings account or stocks. Help?,Wealth Management,0.8496750703,Facebook,neutral
POST03818,CUST0575,Struggling with credit card debt. Need a solid repayment strategy!,Sponsorship,-0.2731456118,Instagram,positive
POST03819,CUST0723,Wondering if robo-advisors really beat traditional financial planners.,Financial Literacy,-0.1557062257,Facebook,positive
POST03820,CUST0458,Saving up for my dream vacation. Any good tips to stay on track?,Budget Concerns,-0.8293730781,LinkedIn,negative
POST03821,CUST0905,Eager to learn more about sustainable investing. Suggestions?,Digital Banking Experience,0.7551542814,Twitter,neutral
POST03822,CUST0855,Tried an AI financial planner. Super interesting insights on my spending!,Loan Interest,0.07840931612,Instagram,positive
POST03823,CUST0030,Tried an AI financial planner. Super interesting insights on my spending!,Savings Planning,0.8114084288,Twitter,positive
POST03824,CUST0342,"Just finished a 5k run, need new running shoes, any suggestions?",Audience Engagement,0.5616313614,Instagram,negative
POST03825,CUST0315,Struggling with credit card debt. Need a solid repayment strategy!,Crypto Curiosity,0.7959626496,Facebook,negative
POST03826,CUST0055,"Just finished a 5k run, need new running shoes, any suggestions?",Complaint,0.8965172719,Instagram,neutral
POST03827,CUST0477,Which banks offer the best customer service? Tired of waiting on calls.,Debt Repayment Strategy,0.7718087258,Facebook,negative
POST03828,CUST0198,Which banks offer the best customer service? Tired of waiting on calls.,Product Discovery,-0.5803294406,LinkedIn,neutral
POST03829,CUST0306,Thinking of getting a personal loan to start a small business. Need advice!,Crypto Curiosity,-0.8597749336,LinkedIn,neutral
POST03830,CUST0957,Can’t decide between a high-interest savings account or stocks. Help?,Budget Concerns,0.240506344,Facebook,positive
POST03831,CUST0419,Tried an AI financial planner. Super interesting insights on my spending!,Savings Planning,-0.6898875358,LinkedIn,positive
POST03832,CUST0398,Can’t decide between a high-interest savings account or stocks. Help?,Shopping Recommendation,0.7262132423,Facebook,positive
POST03833,CUST0197,Saving up for my dream vacation. Any good tips to stay on track?,Investment Interest,0.8949125957,Facebook,positive
POST03834,CUST0302,Just got my first salary! Thinking of the best way to save and invest.,Cashback Rewards,-0.7574463242,LinkedIn,positive
POST03835,CUST0978,Who else finds banking apps super confusing? UX needs serious work.,Debt Repayment Strategy,-0.5283213425,Instagram,neutral
POST03836,CUST0547,I need a budget-friendly laptop for work. Any solid choices under $1000?,Budget Concerns,0.2504502167,Twitter,positive
POST03837,CUST0990,Investing in crypto feels risky but exciting. What do you think?,Crypto Curiosity,0.4505158321,Instagram,positive
POST03838,CUST0199,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Tech Innovation,0.02462427251,LinkedIn,positive
POST03839,CUST0098,"Just finished a 5k run, need new running shoes, any suggestions?",Shopping Recommendation,-0.2619350532,Facebook,neutral
POST03840,CUST0870,Looking for the best credit card with travel rewards. Any recommendations?,Tech Innovation,-0.3879501315,Instagram,negative
POST03841,CUST0810,Finally paid off my student loan! Feels like a huge relief!,Tech Enthusiasm,0.3319362286,LinkedIn,negative
POST03842,CUST0949,Just got a cashback credit card. Time to maximize my rewards!,Digital Banking Experience,0.4891229767,Twitter,positive
POST03843,CUST0019,Can’t decide between a high-interest savings account or stocks. Help?,Service Quality,-0.4223277791,Instagram,negative
POST03844,CUST0173,Who else finds banking apps super confusing? UX needs serious work.,Service Quality,-0.3480083965,Facebook,neutral
POST03845,CUST0504,"Just finished a 5k run, need new running shoes, any suggestions?",Bank Fee Concern,-0.07986528576,Facebook,positive
POST03846,CUST0310,Just got my first salary! Thinking of the best way to save and invest.,Crypto Curiosity,-0.09956603411,Facebook,neutral
POST03847,CUST0704,Can’t decide between a high-interest savings account or stocks. Help?,Complaint,0.685309303,LinkedIn,neutral
POST03848,CUST0459,Just got a cashback credit card. Time to maximize my rewards!,Budget Concerns,-0.1261809181,Instagram,positive
POST03849,CUST0937,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Financial Literacy,0.9568186901,LinkedIn,neutral
POST03850,CUST0401,Just got a cashback credit card. Time to maximize my rewards!,Digital Banking Experience,-0.3780732575,Instagram,positive
POST03851,CUST0779,Looking for the best credit card with travel rewards. Any recommendations?,Cashback Rewards,0.3856416133,Twitter,neutral
POST03852,CUST0639,Saving up for my dream vacation. Any good tips to stay on track?,Loan Interest,0.5178725108,Twitter,negative
POST03853,CUST0621,Eager to learn more about sustainable investing. Suggestions?,Product Discovery,0.2608079351,Twitter,negative
POST03854,CUST0860,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Digital Banking Experience,-0.2659044787,Facebook,negative
POST03855,CUST0643,"Just finished a 5k run, need new running shoes, any suggestions?",Bank Fee Concern,-0.4851694929,Instagram,neutral
POST03856,CUST0906,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Savings Planning,0.2085643251,Instagram,positive
POST03857,CUST0792,"Just finished a 5k run, need new running shoes, any suggestions?",Complaint,0.3172623732,LinkedIn,negative
POST03858,CUST0993,Switched to a digital-only bank. Loving the seamless experience!,Shopping Recommendation,-0.4847556273,Facebook,positive
POST03859,CUST0763,Which banks offer the best customer service? Tired of waiting on calls.,Tech Innovation,-0.3270217905,Facebook,negative
POST03860,CUST0824,Tried an AI financial planner. Super interesting insights on my spending!,Tech Innovation,0.7241259733,LinkedIn,negative
POST03861,CUST0379,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Financial Planning,0.6210250756,Twitter,neutral
POST03862,CUST0282,Switched to a digital-only bank. Loving the seamless experience!,Tech Innovation,-0.632438403,Facebook,negative
POST03863,CUST0325,Wondering if robo-advisors really beat traditional financial planners.,Audience Engagement,0.8667116688,Facebook,positive
POST03864,CUST0664,Wondering if robo-advisors really beat traditional financial planners.,Cashback Rewards,0.2560656931,Facebook,positive
POST03865,CUST0172,Thinking of getting a personal loan to start a small business. Need advice!,Shopping Recommendation,-0.006490436544,Twitter,negative
POST03866,CUST0666,Just got a cashback credit card. Time to maximize my rewards!,Financial Planning,-0.5982709059,Facebook,positive
POST03867,CUST0839,Which banks offer the best customer service? Tired of waiting on calls.,Budget Concerns,0.4603903461,Twitter,positive
POST03868,CUST0844,Which banks offer the best customer service? Tired of waiting on calls.,Complaint,0.8415902371,Instagram,positive
POST03869,CUST0697,Which banks offer the best customer service? Tired of waiting on calls.,Shopping Recommendation,-0.8701032134,Facebook,positive
POST03870,CUST0999,Tried an AI financial planner. Super interesting insights on my spending!,Debt Repayment Strategy,0.04148933126,LinkedIn,positive
POST03871,CUST0748,Switched to a digital-only bank. Loving the seamless experience!,Savings Planning,0.7542641009,Facebook,negative
POST03872,CUST0292,Looking for the best credit card with travel rewards. Any recommendations?,Tech Enthusiasm,0.9050457981,Twitter,positive
POST03873,CUST0017,Excited about the latest AI-powered budgeting app. Looks promising!,Savings Planning,-0.8557204851,LinkedIn,positive
POST03874,CUST0720,Excited about the latest AI-powered budgeting app. Looks promising!,Savings Planning,0.5821096598,Instagram,negative
POST03875,CUST0991,Just got my first salary! Thinking of the best way to save and invest.,Service Quality,-0.4371875205,LinkedIn,neutral
POST03876,CUST0786,Eager to learn more about sustainable investing. Suggestions?,Wealth Management,0.08300870719,Instagram,positive
POST03877,CUST0608,Switched to a digital-only bank. Loving the seamless experience!,Service Quality,0.5674649683,Facebook,neutral
POST03878,CUST0322,Switched to a digital-only bank. Loving the seamless experience!,Bank Fee Concern,0.09026904535,Instagram,neutral
POST03879,CUST0625,Just got a cashback credit card. Time to maximize my rewards!,Complaint,-0.7798801752,LinkedIn,negative
POST03880,CUST0138,Thinking of getting a personal loan to start a small business. Need advice!,Wealth Management,0.1810697229,Twitter,neutral
POST03881,CUST0496,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Financial Literacy,-0.7643781805,Twitter,neutral
POST03882,CUST0957,Excited about the latest AI-powered budgeting app. Looks promising!,Service Quality,-0.3051124551,LinkedIn,neutral
POST03883,CUST0807,Finally paid off my student loan! Feels like a huge relief!,Product Discovery,0.1164619721,Twitter,negative
POST03884,CUST0398,Which banks offer the best customer service? Tired of waiting on calls.,Budget Concerns,0.9828299538,LinkedIn,positive
POST03885,CUST0884,Excited about the latest AI-powered budgeting app. Looks promising!,Cashback Rewards,0.4538606311,Twitter,negative
POST03886,CUST0175,"Just finished a 5k run, need new running shoes, any suggestions?",Wealth Management,-0.3933946124,Twitter,negative
POST03887,CUST0650,Tried an AI financial planner. Super interesting insights on my spending!,Savings Planning,0.7531047123,LinkedIn,negative
POST03888,CUST0823,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Digital Banking Experience,-0.5477058717,LinkedIn,positive
POST03889,CUST0220,Looking for the best credit card with travel rewards. Any recommendations?,Budget Concerns,-0.232016374,Instagram,neutral
POST03890,CUST0152,Just got my first salary! Thinking of the best way to save and invest.,Tech Enthusiasm,0.2940426313,LinkedIn,positive
